ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
237498,simple,BND-NAU-PUR-GLD,Nautilus Bandana - Purple and Gold,1,0,visible,"<p class=""p1""><span class=""s1""><b>FEATURES</b>
\n— Made in Indonesia
\n</span><span class=""s1"">— 100% Cotton | Soft and Comfortable
\n<span class=""s2"">— </span><span class=""s3"">Gold ink </span>contains lustrous metallic pigment</span><span class=""s1"">
\n</span></p>
\n<p class=""p4""><span class=""s1""><b>SIZE</b>
\n— </span><span class=""s1"">21x21 in | 54×54 cm</span></p>
\n<p class=""p4""><span class=""s1""><b>NOTE</b>
\n— Care Instructions: Hand Wash, Cool Water, Hang to Dry
\n</span><span class=""s4"">— </span><span class=""s3"">Due to the handmade nature of this item, ink colours may vary slightly</span></p>
\nThis design features nautilus shells and a wide array of decorative, ornate designs arranged in an intricate mandala.",,,,taxable,,1,9,,0,0,0.13,9.84,6.69,.9,0,,,40,Accessories > Bandanas,,Bandana Shipping,https://www.mugwortdesigns.com/wp-content/uploads/2020/08/Nautilus-Bandana-–-Purple-and-Gold.png,,,,,,"id:243367, BND-LNR-PUR-GLD",,,221,,,,,,,,,
237516,simple,BND-UNI-GRY-WHT,Unicorn Bandana - Grey and White,1,0,visible,"<p class=""p1""><span class=""s1""><b>FEATURES</b>
\n— Made in Indonesia
\n</span><span class=""s1"">— 100% Cotton | Soft and Comfortable</span><span class=""s1"">
\n</span></p>
\n<p class=""p4""><span class=""s1""><b>SIZE</b>
\n— </span><span class=""s1"">21x21 in | 54×54 cm</span></p>
\n<p class=""p4""><span class=""s1""><b>NOTE</b>
\n— Care Instructions: Hand Wash, Cool Water, Hang to Dry
\n</span><span class=""s4"">— </span><span class=""s3"">Due to the handmade nature of this item, ink colours may vary slightly</span></p>
\n<p class=""p1""><span class=""s1"">This design features elegant, flowing design motifs, unicorns and a goddess of good fortune</span></p>",,,,taxable,,1,4,,0,0,0.13,9.84,6.69,.9,0,,,40,Accessories > Bandanas,,Bandana Shipping,https://www.mugwortdesigns.com/wp-content/uploads/2020/08/Unicorn-Bandana-–-Grey-and-White.png,,,,,,,,,309,,,,,,,,,
237517,simple,BND-SKL-GRY-WHT,Skull and Keybones Bandana - Grey and White,1,0,visible,"<p class=""p1""><span class=""s1""><b>FEATURES</b>
\n— Made in Indonesia
\n</span><span class=""s1"">— 100% Cotton | Soft and Comfortable</span><span class=""s1"">
\n</span></p>
\n<p class=""p4""><span class=""s1""><b>SIZE</b>
\n— </span><span class=""s1"">21x21 in | 54×54 cm</span></p>
\n<p class=""p4""><span class=""s1""><b>NOTE</b>
\n— Care Instructions: Hand Wash, Cool Water, Hang to Dry
\n</span><span class=""s4"">— </span><span class=""s3"">Due to the handmade nature of this item, ink colours may vary slightly</span></p>
\nThis design features skulls and crossed keys embedded in ornamental designs.",,,,taxable,,1,4,,0,0,0.13,9.84,6.69,.9,0,,,40,Accessories > Bandanas,,Bandana Shipping,https://www.mugwortdesigns.com/wp-content/uploads/2020/08/Skull-and-Keybones-Bandana-–-Grey-and-White.png,,,,,,,,,295,,,,,,,,,
237518,simple,BND-NAU-GRY-WHT,Nautilus Bandana - Grey and White,1,0,visible,"<p class=""p1""><span class=""s1""><b>FEATURES</b>
\n— Made in Indonesia
\n</span><span class=""s1"">— 100% Cotton | Soft and Comfortable</span><span class=""s1"">
\n</span></p>
\n<p class=""p4""><span class=""s1""><b>SIZE</b>
\n— </span><span class=""s1"">21x21 in | 54×54 cm</span></p>
\n<p class=""p4""><span class=""s1""><b>NOTE</b>
\n— Care Instructions: Hand Wash, Cool Water, Hang to Dry
\n</span><span class=""s4"">— </span><span class=""s3"">Due to the handmade nature of this item, ink colours may vary slightly</span></p>
\nThis design features nautilus shells and a wide array of decorative, ornate designs arranged in an intricate mandala.",,,,taxable,,1,7,,0,0,0.13,9.84,6.69,.9,0,,,40,Accessories > Bandanas,,Bandana Shipping,https://www.mugwortdesigns.com/wp-content/uploads/2020/08/Nautilus-Bandana-–-Grey-and-White.png,,,,,,"OVR-SCF-ETH-VIS, id:243387, id:237800",,,228,,,,,,,,,
237524,simple,TAP-PNC-BUD-60X90,Pinecone Buddha Tapestry,1,0,visible,"This design is based on Mugwort’s original artwork titled <a href=""https://www.mugwortdesigns.com/the-golden-elixir/"">The Golden Elixir</a>.
\n
\n<strong>FEATURES</strong>
\n— <span style=""font-weight: 400;"">Made with high-quality, durable and soft poly-tech fabric
\n</span>— <span style=""font-weight: 400;"">High-definition, full colour artwork
\n</span><span style=""font-weight: 400;"">— Hanging loops for easy display</span>
\n
\n<strong>SIZE</strong>
\n— <span style=""font-weight: 400;"">60"" x 90"" in / 152 x 228 cm</span>
\n
\n<strong>NOTES</strong>
\n— <span style=""font-weight: 400;"">Care Instructions: </span><span style=""font-weight: 400;"">Machine Washable, Dryer Safe
\n</span>— Please allow 2-3 weeks for delivery
\n
\n<span style=""font-weight: 400;"">'We are shaped by our thoughts; we become what we think. When the mind is pure, joy follows like a shadow that never leaves.' </span><span class=""s1"">~ Buddha</span>
\n
\n&nbsp;
\n
\n&nbsp;",,,,taxable,,1,,,0,0,0.9,15,12,1,0,,,130,"Prints, Prints > Tapestries",,Tapestry Shipping,https://www.mugwortdesigns.com/wp-content/uploads/2018/12/pinecone-buddha-tapestry.jpg,,,,,,,,,206,,,,,,,,,
237525,simple,TAP-SKY-DIA-60X90,Sky Diamonds Tapestry,1,0,visible,"This design is based on Mugwort’s original artwork titled <a href=""https://www.mugwortdesigns.com/sky-diamonds/"">Sky Diamonds</a>
\n
\n<strong>FEATURES</strong>
\n— <span style=""font-weight: 400;"">Made with high-quality, durable and soft poly-tech fabric
\n</span>— <span style=""font-weight: 400;"">High-definition, full colour artwork
\n</span><span style=""font-weight: 400;"">— Hanging loops for easy display as wall decor
\n</span>
\n
\n<strong>SIZE</strong>
\n— <span style=""font-weight: 400;"">60"" x 90"" in / 152 x 228 cm</span>
\n
\n<strong>NOTES</strong>
\n— <span style=""font-weight: 400;"">Care Instructions: </span><span style=""font-weight: 400;"">Machine Washable, Dryer Safe
\n</span>— Please allow 2-3 weeks for delivery
\n
\n'By observing natural scientific discoveries through a perception deepened by meditation, we can develop a new awareness of reality. This awareness could become the bedrock of a spirituality that is not based on the dogmas of a given religion, but on insights into a higher and deeper meaning. I am referring to the ability to recognize, to read, and to understand the firsthand revelations.' ~ Albert Hofmann
\n<h1><span style=""color: #ffffff;"">home decor</span></h1>","[et_pb_section fb_built=""1"" _builder_version=""3.22"" custom_padding=""0px||||false|false""][et_pb_row _builder_version=""3.25"" background_size=""initial"" background_position=""top_left"" background_repeat=""repeat"" width=""100%"" custom_padding=""0px||0px||false|false""][et_pb_column type=""4_4"" _builder_version=""3.25"" custom_padding=""|||"" custom_padding__hover=""|||""][et_pb_wc_breadcrumb _builder_version=""3.0.47""][/et_pb_wc_breadcrumb][et_pb_wc_cart_notice _builder_version=""3.0.47""][/et_pb_wc_cart_notice][/et_pb_column][/et_pb_row][et_pb_row column_structure=""1_2,1_2"" _builder_version=""3.25"" background_size=""initial"" background_position=""top_left"" background_repeat=""repeat"" width=""100%"" custom_padding=""0px||||false|false""][et_pb_column type=""1_2"" _builder_version=""3.25"" custom_padding=""|||"" custom_padding__hover=""|||""][et_pb_wc_images _builder_version=""3.0.47""][/et_pb_wc_images][/et_pb_column][et_pb_column type=""1_2"" _builder_version=""3.25"" custom_padding=""|||"" custom_padding__hover=""|||""][et_pb_wc_title _builder_version=""3.0.47""][/et_pb_wc_title][et_pb_wc_rating _builder_version=""3.0.47""][/et_pb_wc_rating][et_pb_wc_price _builder_version=""3.0.47""][/et_pb_wc_price][et_pb_wc_description _builder_version=""3.0.47""][/et_pb_wc_description][et_pb_wc_add_to_cart _builder_version=""3.0.47""][/et_pb_wc_add_to_cart][et_pb_wc_meta _builder_version=""3.0.47""][/et_pb_wc_meta][/et_pb_column][/et_pb_row][et_pb_row _builder_version=""3.25"" background_size=""initial"" background_position=""top_left"" background_repeat=""repeat"" width=""100%""][et_pb_column type=""4_4"" _builder_version=""3.25"" custom_padding=""|||"" custom_padding__hover=""|||""][et_pb_wc_tabs _builder_version=""3.0.47""]					[/et_pb_wc_tabs][et_pb_wc_upsells _builder_version=""3.0.47""][/et_pb_wc_upsells][et_pb_wc_related_products _builder_version=""3.0.47""][/et_pb_wc_related_products][/et_pb_column][/et_pb_row][/et_pb_section][et_pb_section fb_built=""1"" admin_label=""section"" _builder_version=""3.22""][et_pb_row admin_label=""row"" _builder_version=""3.25"" background_size=""initial"" background_position=""top_left"" background_repeat=""repeat""][et_pb_column type=""4_4"" _builder_version=""3.25"" custom_padding=""|||"" custom_padding__hover=""|||""][/et_pb_column][/et_pb_row][/et_pb_section]",,,taxable,,1,,,0,0,0.9,15,12,1,0,,,130,"Prints, Prints > Tapestries",,Tapestry Shipping,https://www.mugwortdesigns.com/wp-content/uploads/2018/12/sky-diamonds-tapestry.jpg,,,,,,,,,178,,,,,,,,,
237530,simple,TAP-CRYS-WLF-60X90,Galactic Wolf Tapestry,1,0,visible,"This design is based on Mugwort’s original artwork titled <a href=""https://www.mugwortdesigns.com/crystalline-wolf-totem/"">Crystalline Wolf Totem</a>.
\n
\n<strong>FEATURES</strong>
\n— <span style=""font-weight: 400;"">Made with high-quality, durable and soft poly-tech fabric
\n</span>— <span style=""font-weight: 400;"">High-definition, full colour artwork
\n</span><span style=""font-weight: 400;"">— Hanging loops for easy display</span>
\n
\n<strong>SIZE</strong>
\n— <span style=""font-weight: 400;"">60"" x 90"" in / 152 x 228 cm</span>
\n
\n<strong>NOTES</strong>
\n— <span style=""font-weight: 400;"">Care Instructions: </span><span style=""font-weight: 400;"">Machine Washable, Dryer Safe
\n</span>— Please allow 2-3 weeks for delivery
\n
\n'Wolf is the Grand Teacher. Wolf is the sage, who after many winters upon the sacred path and seeking the ways of wisdom, returns to share new knowledge with the tribe. Wolf is both the radical and the traditional in the same breath. When the Wolf walks by you – you will remember.’ ~ Robert Ghost Wolf",,,,taxable,,1,,,0,0,0.9,15,12,1,0,,,130,"Prints, Prints > Tapestries",,Tapestry Shipping,https://www.mugwortdesigns.com/wp-content/uploads/2018/12/galactic-wolf-tapestry.jpg,,,,,,,,,179,,,,,,,,,
237535,simple,TAP-WSDM-60X90,Wisdom Tapestry,1,0,visible,"This design is based on Mugwort’s original artwork titled <a href=""https://www.mugwortdesigns.com/wisdom/"">Wisdom</a>
\n
\n<strong>FEATURES</strong>
\n— <span style=""font-weight: 400;"">Made with high-quality, durable and soft poly-tech fabric
\n</span>— <span style=""font-weight: 400;"">High-definition, full colour artwork
\n</span><span style=""font-weight: 400;"">— Hanging loops for easy display</span>
\n
\n<strong>SIZE</strong>
\n— <span style=""font-weight: 400;"">60"" x 90"" in / 152 x 228 cm</span>
\n
\n<strong>NOTES</strong>
\n— <span style=""font-weight: 400;"">Care Instructions: </span><span style=""font-weight: 400;"">Machine Washable, Dryer Safe
\n</span>— These tapestries are made to order
\n— Please allow 2-3 weeks for printing before shipment
\n
\nThe Owl is said to represent psychic energy, independence, wisdom, the third eye, spirituality, protection, intuition, supernatural power, connection with night time and the moon, mystery, magic, secrets, intelligence, transition, telepathy, the afterlife and magic.",,,,taxable,,1,,,0,0,0.9,15,12,1,0,,,130,"Prints, Prints > Tapestries",,Tapestry Shipping,https://www.mugwortdesigns.com/wp-content/uploads/2018/12/wisdom-tapestry.png,,,,,,id:237556,,,182,size,"60"" x 90"" inches",1,1,,,,,
237545,simple,TAP-WHT-TARA-60X90,White Tara Tapestry,1,0,visible,"This design is based on Mugwort’s original artwork titled <a href=""https://www.mugwortdesigns.com/white-tara/"">White Tara</a>.
\n
\n<strong>FEATURES</strong>
\n— <span style=""font-weight: 400;"">Made with high-quality, durable and soft poly-tech fabric
\n</span>— <span style=""font-weight: 400;"">High-definition, full colour artwork
\n</span><span style=""font-weight: 400;"">— Hanging loops for easy display</span>
\n
\n<strong>SIZE</strong>
\n— <span style=""font-weight: 400;"">60"" x 90"" in / 152 x 228 cm</span>
\n
\n<strong>NOTES</strong>
\n— <span style=""font-weight: 400;"">Care Instructions: </span><span style=""font-weight: 400;"">Machine Washable, Dryer Safe
\n</span>— These tapestries are made to order
\n— Please allow 2-3 weeks for printing before shipment
\n
\n‘White Tara’ represents compassion, longevity and serenity. Her seven eyes are symbolic of watchfulness and compassion.",,,,taxable,,1,,,0,0,0.9,15,12,1,0,,,130,"Prints, Prints > Tapestries",,Tapestry Shipping,https://www.mugwortdesigns.com/wp-content/uploads/2018/12/white-tara-tapestry.jpg,,,,,,,,,218,,,,,,,,,
237546,simple,TAP-LMS-RTRN-60X90,Luminous Return Tapestry,1,0,visible,"This design is based on Mugwort’s original artwork titled <a href=""https://www.mugwortdesigns.com/the-luminous-return/"">The Luminous Return</a>.
\n
\n<strong>FEATURES</strong>
\n— <span style=""font-weight: 400;"">Made with high-quality, durable and soft poly-tech fabric
\n</span>— <span style=""font-weight: 400;"">High-definition, full colour artwork
\n</span><span style=""font-weight: 400;"">— Hanging loops for easy display</span>
\n
\n<strong>SIZE</strong>
\n— <span style=""font-weight: 400;"">60"" x 90"" in / 152 x 228 cm</span>
\n
\n<strong>NOTES</strong>
\n— <span style=""font-weight: 400;"">Care Instructions: </span><span style=""font-weight: 400;"">Machine Washable, Dryer Safe
\n</span>— These tapestries are made to order
\n— Please allow 2-3 weeks for printing before shipment
\n
\n'When I let go of what I am, I become what I might be.' <span class=""s1"">~ Lao Tzu</span>",,,,taxable,,1,,,0,0,0.9,15,12,1,0,,,130,"Prints, Prints > Tapestries",,Tapestry Shipping,https://www.mugwortdesigns.com/wp-content/uploads/2018/12/luminous-return-tapestry.jpg,,,,,,,,,217,,,,,,,,,
237547,simple,TAP-ATH-ART-90X60,Athene Artemisia Tapestry,1,0,visible,"This design is based on Mugwort’s original artwork titled <a href=""https://www.mugwortdesigns.com/athene-artemisia"">Athene Artemisia</a>.
\n
\n<strong>FEATURES</strong>
\n— <span style=""font-weight: 400;"">Made with high-quality, durable and soft poly-tech fabric
\n</span>— <span style=""font-weight: 400;"">High-definition, full colour artwork
\n</span><span style=""font-weight: 400;"">— Hanging loops for easy display</span>
\n
\n<strong>SIZE</strong>
\n— <span style=""font-weight: 400;"">60"" x 90"" in / 152 x 228 cm</span>
\n
\n<strong>NOTES</strong>
\n— <span style=""font-weight: 400;"">Care Instructions: </span><span style=""font-weight: 400;"">Machine Washable, Dryer Safe
\n</span>— These tapestries are made to order
\n— Please allow 2-3 weeks for printing before shipment
\n
\nAthene is often depicted with an owl, seeing through the dark and bringing wisdom and guidance to those who ask. Artemis is the goddess of the wild lands, reminding us of our origins and our instincts.",,,,taxable,,1,,,0,0,0.9,15,12,1,0,,,130,"Prints, Prints > Tapestries",,Tapestry Shipping,https://www.mugwortdesigns.com/wp-content/uploads/2018/12/athene-artmesia-tapestry.jpg,,,,,,,,,185,,,,,,,,,
237555,simple,TAP-CRYS-DRM-60X90,Crystalline Dreams Tapestry,1,0,visible,"This design is based on Mugwort’s original artwork titled <a href=""https://www.mugwortdesigns.com/crystalline-dreams/"">Crystalline Dreams</a>.
\n
\n<strong>FEATURES</strong>
\n— <span style=""font-weight: 400;"">Made with high-quality, durable and soft poly-tech fabric
\n</span>— <span style=""font-weight: 400;"">High-definition, full colour artwork
\n</span><span style=""font-weight: 400;"">— Hanging loops for easy display</span>
\n
\n<strong>SIZE</strong>
\n— <span style=""font-weight: 400;"">60"" x 90"" in / 152 x 228 cm</span>
\n
\n<strong>NOTES</strong>
\n— <span style=""font-weight: 400;"">Care Instructions: </span><span style=""font-weight: 400;"">Machine Washable, Dryer Safe
\n</span>— These tapestries are made to order
\n— Please allow 2-3 weeks for printing before shipment
\n
\n‘The same fabric of space we inhabit, where we imagine these elaborate dreams, and haven’t even ever seen a fraction of what we really are…Truth be told we nuclear souls, Indigo, in the cold, new to these zones…Carbon based body make a suitable home, my temporary temple, I’m soon to be gone.' ~ excerpt from ‘Makeshift Kingdom’ by Sweatshop Union",,,,taxable,,1,,,0,0,0.9,15,12,1,0,,,130,"Prints, Prints > Tapestries",,Tapestry Shipping,https://www.mugwortdesigns.com/wp-content/uploads/2018/12/crystalline-dreams-tapestry.jpg,,,,,,,,,180,,,,,,,,,
237556,variable,,Wisdom Canvas,1,0,visible,"&nbsp;
\n
\n<strong>CANVAS</strong>
\n— Printed on archival ph-neutral canvas using water-based inks to yield maximum colour saturation and longevity
\n— Stretched on 3/4 inch″ stretcher bars
\n
\n<strong>NOTE</strong>
\n— Please allow 2 - 3 weeks for printing and shipping
\n
\nThe Owl is said to represent psychic energy, independence, wisdom, the third eye, spirituality, protection, intuition, supernatural power, connection with night time and the moon, mystery, magic, secrets, intelligence, transition, telepathy, the afterlife and magic.",,,,taxable,,1,,,0,0,0.25,17,11,0.5,0,,,,"Prints > Canvas, Prints",,Canvas Shipping,"https://www.mugwortdesigns.com/wp-content/uploads/2018/12/wisdom-20x26-canvas.jpg, https://www.mugwortdesigns.com/wp-content/uploads/2018/12/wisdom.jpg",,,,,,,,,257,size,"11x17"" Paper Print, 20x26"" Stretched Canvas, Choose An Option",0,1,Choose An Option,,,,
237557,variation,CNVS-20X26-WSDM,"Wisdom Canvas - 20x26"" Stretched Canvas",1,0,visible,,,,,taxable,parent,1,,,0,0,1.12,26,20,1,0,,,260,,,Canvas Shipping,https://www.mugwortdesigns.com/wp-content/uploads/2018/12/wisdom-20x26-canvas.jpg,,,id:237556,,,,,,2,size,"20x26"" Stretched Canvas",,1,,,,,
237559,simple,PP-11X17-SCRT-EMR,Secret of the Emerald Forest Print,1,0,visible,"&nbsp;
\n
\n<strong>PAPER / GICLEE PRINTS
\n</strong>— Printed on archival glossy paper
\n
\n<strong>SIZE</strong>
\n— 11″ x 17″ in
\n
\n<strong>NOTE</strong>
\n— Dispatched within 3 business days
\n— Shipped with backing board and plastic sleeve
\n— This is a triptych piece which accompanies <a href=""https://www.mugwortdesigns.com/secret-of-the-golden-forest/"">The Secret of the Golden Forest </a>and <a href=""https://www.mugwortdesigns.com/secret-of-samsara/"">Secret of Samsara</a>
\n
\n'A human being is a part of the whole called by us universe, a part limited in time and space. One experiences one's self, one's thoughts and feeling as something separated from the rest, a kind of optical delusion of his consciousness. This delusion is a kind of prison for us, restricting us to our personal desires and to affection for a few persons nearest to us. Our task must be to free ourselves from this prison by widening our circle of compassion to embrace all living creatures and the whole of nature in its beauty.' ~ Albert Einstein","[et_pb_section fb_built=""1"" _builder_version=""3.22"" custom_padding=""0px||||false|false""][et_pb_row _builder_version=""3.25"" background_size=""initial"" background_position=""top_left"" background_repeat=""repeat"" width=""100%"" custom_padding=""0px||0px||false|false""][et_pb_column type=""4_4"" _builder_version=""3.25"" custom_padding=""|||"" custom_padding__hover=""|||""][et_pb_wc_breadcrumb _builder_version=""3.0.47""][/et_pb_wc_breadcrumb][et_pb_wc_cart_notice _builder_version=""3.0.47""][/et_pb_wc_cart_notice][/et_pb_column][/et_pb_row][et_pb_row column_structure=""1_2,1_2"" _builder_version=""3.25"" background_size=""initial"" background_position=""top_left"" background_repeat=""repeat"" width=""100%"" custom_padding=""0px||||false|false""][et_pb_column type=""1_2"" _builder_version=""3.25"" custom_padding=""|||"" custom_padding__hover=""|||""][et_pb_wc_images _builder_version=""3.0.47""][/et_pb_wc_images][/et_pb_column][et_pb_column type=""1_2"" _builder_version=""3.25"" custom_padding=""|||"" custom_padding__hover=""|||""][et_pb_wc_title _builder_version=""3.0.47""][/et_pb_wc_title][et_pb_wc_rating _builder_version=""3.0.47""][/et_pb_wc_rating][et_pb_wc_price _builder_version=""3.0.47""][/et_pb_wc_price][et_pb_wc_description _builder_version=""3.0.47""][/et_pb_wc_description][et_pb_wc_add_to_cart _builder_version=""3.0.47""][/et_pb_wc_add_to_cart][et_pb_wc_meta _builder_version=""3.0.47""][/et_pb_wc_meta][/et_pb_column][/et_pb_row][et_pb_row _builder_version=""3.25"" background_size=""initial"" background_position=""top_left"" background_repeat=""repeat"" width=""100%""][et_pb_column type=""4_4"" _builder_version=""3.25"" custom_padding=""|||"" custom_padding__hover=""|||""][et_pb_wc_tabs _builder_version=""3.0.47""]					[/et_pb_wc_tabs][et_pb_wc_upsells _builder_version=""3.0.47""][/et_pb_wc_upsells][et_pb_wc_related_products _builder_version=""3.0.47""][/et_pb_wc_related_products][/et_pb_column][/et_pb_row][/et_pb_section]",,,taxable,,1,1,,0,0,0.25,17,11,0.5,0,,32,45,"Prints > Paper Prints, Prints",,Print Shipping,https://www.mugwortdesigns.com/wp-content/uploads/2018/12/secret-of-the-emerald-forest.jpg,,,,,,,,,210,size,"11x17"" Paper Print, Choose An Option",0,1,,,,,
237561,simple,PP-11X17-SCRT-GLD,Secret of the Golden Forest Print,1,0,visible,"<strong>PAPER / GICLEE PRINTS
\n</strong>— Printed on archival glossy paper
\n
\n<strong>SIZE</strong>
\n— 11″ x 17″ in
\n
\n<strong>NOTE</strong>
\n— Dispatched within 3 business days
\n— Shipped with backing board and plastic sleeve
\n— This is a triptych piece which accompanies <a href=""https://www.mugwortdesigns.com/secret-of-the-emerald-forest/"">The Secret of the Emerald Forest</a> and <a href=""https://www.mugwortdesigns.com/secret-of-samsara/"">Secret of Samsara</a>
\n
\n“A human being is a part of the whole called by us universe, a part limited in time and space. One experiences one's self, one's thoughts and feeling as something separated from the rest, a kind of optical delusion of his consciousness. This delusion is a kind of prison for us, restricting us to our personal desires and to affection for a few persons nearest to us. Our task must be to free ourselves from this prison by widening our circle of compassion to embrace all living creatures and the whole of nature in its beauty.” ~ Albert Einstein",,,,taxable,,0,0,,0,0,0.25,17,11,0.5,0,,32,45,"Prints > Paper Prints, Prints",,Print Shipping,https://www.mugwortdesigns.com/wp-content/uploads/2018/12/secret-of-the-golden-forest.jpg,,,,,,,,,213,size,"11x17"" Paper Print, Choose An Option",0,1,,,,,
237563,simple,PP-11X17-SCRT-SAM,Secret of Samsara Print,1,0,visible,"&nbsp;
\n
\n<strong>PAPER / GICLEE PRINTS
\n</strong>— Printed on archival glossy paper
\n
\n<strong>SIZE</strong>
\n— 11″ x 17″ in
\n
\n<strong>NOTE</strong>
\n— Dispatched within 3 business days
\n— Shipped with backing board and plastic sleeve
\n— This is a triptych piece which accompanies <a href=""https://www.mugwortdesigns.com/secret-of-the-emerald-forest/"">The Secret of the Emerald Forest</a> and <a href=""https://www.mugwortdesigns.com/secret-of-the-golden-forest/"">The Secret of the Golden Forest</a>
\n
\n'For when delusion is gone and the truth is realized by means of inquiry into self-nature, when the mind is at peace and the heart leaps to the supreme truth, when all the disturbing thought-waves in the mind have subsided and there is unbroken flow of peace and the heart is filled with the bliss of the absolute, when thus the truth has been seen in the heart, then this very world becomes an abode of bliss.' ~ Sage Vasishtha",,,,taxable,,1,1,,0,0,0.25,17,11,0.5,0,,32,45,"Prints > Paper Prints, Prints",,Print Shipping,"https://www.mugwortdesigns.com/wp-content/uploads/2018/12/secret-of-samsara.jpg, https://www.mugwortdesigns.com/wp-content/uploads/2018/12/secret-of-samsara.jpg",,,,,,,,,212,size,"11x17"" Paper Print, Choose An Option",0,1,,,,,
237565,variable,,Lions of the Dreamtime Canvas,1,0,visible,"&nbsp;
\n
\n<strong>CANVAS</strong>
\n— Printed on archival ph-neutral canvas using water-based inks to yield maximum colour saturation and longevity
\n— Stretched on 3/4 inch″ stretcher bars
\n
\n<strong>NOTE</strong>
\n— Please allow 2 - 3 weeks for printing and shipping
\n
\n'We are all visitors to this time, this place. We are just passing through. Our purpose here is to observe, to learn, to grow, to love... and then we return home."" ~ Australian Aboriginal saying",,,,taxable,,1,,,0,0,0.25,17,11,0.5,0,,,,"Prints > Canvas, Prints",,Print Shipping,"https://www.mugwortdesigns.com/wp-content/uploads/2018/12/lions-of-the-dreamtime-26x12-canvas.jpg, https://www.mugwortdesigns.com/wp-content/uploads/2018/12/lions-of-the-dreamtime.jpg",,,,,,,,,249,size,"26x12"" Stretched Canvas, Choose An Option",0,1,Choose An Option,,,,
237566,variation,CNVS-26X12-LION-DRM,"Lions of the Dreamtime Canvas - 26x12"" Stretched Canvas",1,0,visible,,,,,taxable,parent,1,,,0,0,1.25,26,12,1,0,,,220,,,Canvas Shipping,https://www.mugwortdesigns.com/wp-content/uploads/2018/12/lions-of-the-dreamtime-26x12-canvas.jpg,,,id:237565,,,,,,1,size,"26x12"" Stretched Canvas",,1,,,,,
237567,variable,,Airship Canvas,1,0,visible,"&nbsp;
\n
\n<strong>CANVAS</strong>
\n— Printed on archival ph-neutral canvas using water-based inks to yield maximum colour saturation and longevity
\n— Stretched on 3/4 inch″ stretcher bars
\n
\n<strong>NOTE</strong>
\n— All of our products are dispatched within 3 business days
\n— Please allow 2 - 3 weeks for printing and shipping
\n
\n'We'll build a magic airship ... and sail into the sky ...' ~ Teddy Ruxpin",,,,taxable,,1,,,0,0,0.25,17,11,0.5,0,,,,"Prints > Canvas, Prints",,Print Shipping,"https://www.mugwortdesigns.com/wp-content/uploads/2018/12/airship-40x24-canvas.jpg, https://www.mugwortdesigns.com/wp-content/uploads/2018/12/airship-30x18-canvas.jpg, https://www.mugwortdesigns.com/wp-content/uploads/2018/12/airship.jpg",,,,,,,,,278,size,"11x17"" Paper Print, 30x18"" Stretched Canvas, 40x24"" Stretched Canvas, Choose An Option",0,1,Choose An Option,,,,
237568,variation,CNVS-30X18-AIR-SHP,"Airship Canvas - 30x18"" Stretched Canvas",1,0,visible,,,,,taxable,parent,1,,,0,0,1.1,30,18,1,0,,,280,,,Canvas Shipping,https://www.mugwortdesigns.com/wp-content/uploads/2018/12/airship-30x18-canvas.jpg,,,id:237567,,,,,,2,size,"30x18"" Stretched Canvas",,1,,,,,
237574,variation,CNVS-40X24-AIR-SHP,"Airship Canvas - 40x24"" Stretched Canvas",1,0,visible,,,,,taxable,parent,1,,,0,0,3.2,40,24,1,0,,,380,,,Canvas Shipping,https://www.mugwortdesigns.com/wp-content/uploads/2018/12/airship-40x24-canvas.jpg,,,id:237567,,,,,,3,size,"40x24"" Stretched Canvas",,1,,,,,
237580,variable,,Sky Captain Badge Canvas,1,0,visible,"&nbsp;
\n
\n<strong>CANVAS</strong>
\n— Printed on archival ph-neutral canvas using water-based inks to yield maximum colour saturation and longevity
\n— Stretched on 3/4 inch″ stretcher bars
\n
\n<strong>NOTE</strong>
\n— Please allow 2 - 3 weeks for printing and shipping
\n
\n<span class=""s1"">'Now and then we had a hope that if we lived and were good, God would permit us to be pirates.' </span><span class=""s1"">~ Mark Twain</span>",,,,taxable,,1,,,0,0,0.25,17,11,0.5,0,,,,"Prints > Canvas, Prints",,Print Shipping,"https://www.mugwortdesigns.com/wp-content/uploads/2018/12/sky-captain-badge-22x38-canvas.jpg, https://www.mugwortdesigns.com/wp-content/uploads/2018/12/sky-captain-badge.jpg",,,,,,,,,239,size,"11x17"" Paper Print, 22x38"" Stretched Canvas, Choose An Option",0,1,Choose An Option,,,,
