ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
237915,simple,STK-DRYD,Dryad Sticker,1,0,visible,"<span class=""s1"">This design is based on Mugwort’s original artwork titled <a href=""https://staging.https://www.mugwortdesigns.com//product/dryad/""><span class=""s2"">Dryad</span></a>.</span>
\n
\n<strong>FEATURES</strong>
\n— Thick, durable die-cut vinyl
\n—<span class=""s1""> Resistant to scratches, water and sunlight
\n</span>
\n
\n<strong>SIZE</strong>
\n<span class=""s3"">— Approx. 6″ in x 4″ in</span>
\n
\n<span class=""text_exposed_show"">‘</span><span class=""s1"">Just as the ancients danced to call upon the spirits in nature, we too can dance to find the spirits within ourselves that have been long buried and forgotten.’ ~ Anna Halpri</span>",,,,taxable,,1,22,,0,0,0.01,9,6,0.5,0,,,5,Lifestyle > Stickers,,Sticker Shipping,https://www.mugwortdesigns.com/wp-content/uploads/2019/11/Dryad-Sticker.png,,,,,,STK-PAC-ERTH-MGK,,,48,size,"11x17"" Paper Print, 16x24"" Stretched Canvas, 20x30"" Stretched Canvas",0,1,,,,,
237917,simple,STK-SKY-PRT,Sky Pirate Sticker,1,0,visible,"<span class=""s1"">This design is based on Mugwort’s original artwork titled <a href=""https://www.mugwortdesigns.com/sky-captain/""><span class=""s2"">Sky Pirate</span></a>.</span>
\n
\n<strong>FEATURES</strong>
\n— Thick, durable die-cut vinyl
\n—<span class=""s1""> Resistant to scratches, water and sunlight
\n</span>
\n
\n<strong>SIZE</strong>
\n<span class=""s3"">— Approx. 3″ in x 6″ in</span>
\n
\n<span class=""s1"">‘Now and then we had a hope that if we lived and were good, God would permit us to be pirates.’ </span><span class=""s1"">~ Mark Twain</span>",,,,taxable,,1,28,,0,0,0.01,9,6,0.5,0,,,5,Lifestyle > Stickers,,Sticker Shipping,https://www.mugwortdesigns.com/wp-content/uploads/2019/11/Sky-Pirate-Sticker.png,,,,,,"BUN-SKL-1, id:237580",,,50,size,"11x17"" Paper Print, 16x24"" Stretched Canvas, 20x30"" Stretched Canvas",0,1,,,,,
237918,simple,STK-WSDM,Wisdom Sticker,1,0,visible,"<span class=""s1"">This design is based on Mugwort’s original artwork titled <a href=""https://www.mugwortdesigns.com/wisdom/""><span class=""s2"">Wisdom</span></a>.</span>
\n
\n<strong>FEATURES</strong>
\n— Thick, durable die-cut vinyl
\n— <span class=""s1"">Resistant to scratches, water and sunlight
\n</span>
\n
\n<strong>SIZE</strong>
\n<span class=""s3"">— Approx. 3″ in x 5.5″ in</span>
\n<div class=""woocommerce-product-details__short-description"">
\n
\nThe Owl is said to represent psychic energy, independence, wisdom, the third eye, spirituality, protection, intuition, supernatural power, connection with night time and the moon, mystery, magic, secrets, intelligence, transition, telepathy, the afterlife and magic.
\n
\n</div>
\n<form class=""variations_form cart"" style=""box-sizing: border-box; margin: 24px 0px 39px !important; padding: 0px; border: 0px; outline: 0px; background: 0px 0px #ffffff; font-size: 13px; vertical-align: baseline; text-size-adjust: 100%; color: #000000; font-family: 'nunito sans', Helvetica, Arial, Lucida, sans-serif; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 500; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; text-decoration-style: initial; text-decoration-color: initial;"" action=""https://staging.https://www.mugwortdesigns.com//product/wisdom/"" enctype=""multipart/form-data"" method=""post"" data-product_id=""1193"" data-product_variations=""[{&quot;attributes&quot;:{&quot;attribute_pa_size&quot;:&quot;11x17-paper-print&quot;},&quot;availability_html&quot;:&quot;&quot;,&quot;backorders_allowed&quot;:false,&quot;dimensions&quot;:{&quot;length&quot;:&quot;17&quot;,&quot;width&quot;:&quot;11&quot;,&quot;height&quot;:&quot;.5&quot;},&quot;dimensions_html&quot;:&quot;17 &amp;times; 11 &amp;times; .5 in&quot;,&quot;display_price&quot;:25,&quot;display_regular_price&quot;:25,&quot;image&quot;:{&quot;title&quot;:&quot;Wisdom&quot;,&quot;caption&quot;:&quot;&quot;,&quot;url&quot;:&quot;https://staging.https://www.mugwortdesigns.com//wp-content/uploads/2015/05/Wisdom-11x17-web.jpg&quot;,&quot;alt&quot;:&quot;&quot;,&quot;src&quot;:&quot;https://staging.https://www.mugwortdesigns.com//wp-content/uploads/2015/05/Wisdom-11x17-web-350x541.jpg&quot;,&quot;srcset&quot;:&quot;https://staging.https://www.mugwortdesigns.com//wp-content/uploads/2015/05/Wisdom-11x17-web-350x541.jpg 350w, https://staging.https://www.mugwortdesigns.com//wp-content/uploads/2015/05/Wisdom-11x17-web-776x1200.jpg 776w, https://staging.https://www.mugwortdesigns.com//wp-content/uploads/2015/05/Wisdom-11x17-web-768x1187.jpg 768w, https://staging.https://www.mugwortdesigns.com//wp-content/uploads/2015/05/Wisdom-11x17-web-1080x1669.jpg 1080w, https://staging.https://www.mugwortdesigns.com//wp-content/uploads/2015/05/Wisdom-11x17-web-610x943.jpg 610w, https://staging.https://www.mugwortdesigns.com//wp-content/uploads/2015/05/Wisdom-11x17-web.jpg 1400w&quot;,&quot;sizes&quot;:&quot;(max-width: 350px) 100vw, 350px&quot;,&quot;full_src&quot;:&quot;https://staging.https://www.mugwortdesigns.com//wp-content/uploads/2015/05/Wisdom-11x17-web.jpg&quot;,&quot;full_src_w&quot;:1400,&quot;full_src_h&quot;:2164,&quot;gallery_thumbnail_src&quot;:&quot;https://staging.https://www.mugwortdesigns.com//wp-content/uploads/2015/05/Wisdom-11x17-web-100x100.jpg&quot;,&quot;gallery_thumbnail_src_w&quot;:100,&quot;gallery_thumbnail_src_h&quot;:100,&quot;thumb_src&quot;:&quot;https://staging.https://www.mugwortdesigns.com//wp-content/uploads/2015/05/Wisdom-11x17-web-350x350.jpg&quot;,&quot;thumb_src_w&quot;:350,&quot;thumb_src_h&quot;:350,&quot;src_w&quot;:350,&quot;src_h&quot;:541},&quot;image_id&quot;:&quot;235927&quot;,&quot;is_downloadable&quot;:false,&quot;is_in_stock&quot;:true,&quot;is_purchasable&quot;:true,&quot;is_sold_individually&quot;:&quot;no&quot;,&quot;is_virtual&quot;:false,&quot;max_qty&quot;:&quot;&quot;,&quot;min_qty&quot;:1,&quot;price_html&quot;:&quot;&lt;span class=&quot;price&quot;&gt;&lt;span class=&quot;woocommerce-Price-amount amount&quot;&gt;&lt;span class=&quot;woocommerce-Price-currencySymbol&quot;&gt;&amp;#36;&lt;/span&gt;25.00&lt;/span&gt;&lt;/span&gt;&quot;,&quot;sku&quot;:&quot;&quot;,&quot;variation_description&quot;:&quot;&quot;,&quot;variation_id&quot;:1195,&quot;variation_is_active&quot;:true,&quot;variation_is_visible&quot;:true,&quot;weight&quot;:&quot;.25&quot;,&quot;weight_html&quot;:&quot;.25 lbs&quot;},{&quot;attributes&quot;:{&quot;attribute_pa_size&quot;:&quot;20x26-stretched-canvas&quot;},&quot;availability_html&quot;:&quot;&quot;,&quot;backorders_allowed&quot;:false,&quot;dimensions&quot;:{&quot;length&quot;:&quot;26&quot;,&quot;width&quot;:&quot;20&quot;,&quot;height&quot;:&quot;1&quot;},&quot;dimensions_html&quot;:&quot;26 &amp;times; 20 &amp;times; 1 in&quot;,&quot;display_price&quot;:260,&quot;display_regular_price&quot;:260,&quot;image&quot;:{&quot;title&quot;:&quot;Wisdom&quot;,&quot;caption&quot;:&quot;&quot;,&quot;url&quot;:&quot;https://staging.https://www.mugwortdesigns.com//wp-content/uploads/2015/05/Wisdom-11x17-web.jpg&quot;,&quot;alt&quot;:&quot;&quot;,&quot;src&quot;:&quot;https://staging.https://www.mugwortdesigns.com//wp-content/uploads/2015/05/Wisdom-11x17-web-350x541.jpg&quot;,&quot;srcset&quot;:&quot;https://staging.https://www.mugwortdesigns.com//wp-content/uploads/2015/05/Wisdom-11x17-web-350x541.jpg 350w, https://staging.https://www.mugwortdesigns.com//wp-content/uploads/2015/05/Wisdom-11x17-web-776x1200.jpg 776w, https://staging.https://www.mugwortdesigns.com//wp-content/uploads/2015/05/Wisdom-11x17-web-768x1187.jpg 768w, https://staging.https://www.mugwortdesigns.com//wp-content/uploads/2015/05/Wisdom-11x17-web-1080x1669.jpg 1080w, https://staging.https://www.mugwortdesigns.com//wp-content/uploads/2015/05/Wisdom-11x17-web-610x943.jpg 610w, https://staging.https://www.mugwortdesigns.com//wp-content/uploads/2015/05/Wisdom-11x17-web.jpg 1400w&quot;,&quot;sizes&quot;:&quot;(max-width: 350px) 100vw, 350px&quot;,&quot;full_src&quot;:&quot;https://staging.https://www.mugwortdesigns.com//wp-content/uploads/2015/05/Wisdom-11x17-web.jpg&quot;,&quot;full_src_w&quot;:1400,&quot;full_src_h&quot;:2164,&quot;gallery_thumbnail_src&quot;:&quot;https://staging.https://www.mugwortdesigns.com//wp-content/uploads/2015/05/Wisdom-11x17-web-100x100.jpg&quot;,&quot;gallery_thumbnail_src_w&quot;:100,&quot;gallery_thumbnail_src_h&quot;:100,&quot;thumb_src&quot;:&quot;https://staging.https://www.mugwortdesigns.com//wp-content/uploads/2015/05/Wisdom-11x17-web-350x350.jpg&quot;,&quot;thumb_src_w&quot;:350,&quot;thumb_src_h&quot;:350,&quot;src_w&quot;:350,&quot;src_h&quot;:541},&quot;image_id&quot;:&quot;235927&quot;,&quot;is_downloadable&quot;:false,&quot;is_in_stock&quot;:true,&quot;is_purchasable&quot;:true,&quot;is_sold_individually&quot;:&quot;no&quot;,&quot;is_virtual&quot;:false,&quot;max_qty&quot;:&quot;&quot;,&quot;min_qty&quot;:1,&quot;price_html&quot;:&quot;&lt;span class=&quot;price&quot;&gt;&lt;span class=&quot;woocommerce-Price-amount amount&quot;&gt;&lt;span class=&quot;woocommerce-Price-currencySymbol&quot;&gt;&amp;#36;&lt;/span&gt;260.00&lt;/span&gt;&lt;/span&gt;&quot;,&quot;sku&quot;:&quot;&quot;,&quot;variation_description&quot;:&quot;&quot;,&quot;variation_id&quot;:1194,&quot;variation_is_active&quot;:true,&quot;variation_is_visible&quot;:true,&quot;weight&quot;:&quot;1.12&quot;,&quot;weight_html&quot;:&quot;1.12 lbs&quot;}]""></form>",,,,taxable,,1,24,,0,0,0.01,9,6,0.5,0,,,5,Lifestyle > Stickers,,Sticker Shipping,https://www.mugwortdesigns.com/wp-content/uploads/2019/11/wisdom-sticker.png,,,,,,"STK-PAC-ERTH-MGK, id:237556",,,47,size,"11x17"" Paper Print, 16x24"" Stretched Canvas, 20x30"" Stretched Canvas",0,1,,,,,
237919,simple,STK-BRS-LION,Brass Lion Sticker,1,0,visible,"<span class=""s1"">This design is based on Mugwort’s original artwork titled <a href=""https://www.mugwortdesigns.com/brass-lion/""><span class=""s2"">Brass Lion</span></a>.</span>
\n
\n<strong>FEATURES</strong>
\n— Thick, durable die-cut vinyl
\n— <span class=""s1"">Resistant to scratches, water and sunlight
\n</span>
\n
\n<strong>SIZE</strong>
\n<span class=""s3"">— Approx. 3.5″ in x 4″ in</span>
\n
\nLion-Hearted / King of Kings / <span class=""s2"">Aspects &gt;&gt;&gt; Courage, Nobility, Cunning, Fearlessness</span>",,,,taxable,,1,9,,0,0,0.01,9,6,0.5,0,,,5,Lifestyle > Stickers,,Sticker Shipping,https://www.mugwortdesigns.com/wp-content/uploads/2019/11/Brass-Lion-Sticker.png,,,,,,"PIN-BRS-LION, id:243372",,,40,size,"11x17"" Paper Print, 16x24"" Stretched Canvas, 20x30"" Stretched Canvas",0,1,,,,,
237920,simple,STK-PAC-AETH,Aether Sticker Pack,1,0,visible,"<span class=""s1"">This sticker pack contains <a href=""https://staging.https://www.mugwortdesigns.com//product/kittyboo-sticker/""><span class=""s2"">Kittyboo</span></a>, <a href=""https://staging.https://www.mugwortdesigns.com//product/sky-diamonds-sticker/""><span class=""s2"">Sky Diamonds</span></a>, and <a href=""https://staging.https://www.mugwortdesigns.com//product/crystal-skull-sticker/""><span class=""s2"">Crystal Skull</span></a> stickers.</span>
\n
\n<strong>FEATURES</strong>
\n— Thick, durable die-cut vinyl
\n— <span class=""s1""> Resistant to scratches, water and sunlight
\n</span>
\n
\n<strong>SIZE</strong>
\n<span class=""s3"">— <span class=""s1""><a href=""https://staging.https://www.mugwortdesigns.com//product/kittyboo-sticker/""><span class=""s2"">Kittyboo</span></a></span> sticker is approx. 3.5″ in x 3″ in
\n— <span class=""s1""><a href=""https://staging.https://www.mugwortdesigns.com//product/sky-diamonds-sticker/""><span class=""s2"">Sky Diamonds </span></a></span>sticker is approx. 4″ in x 6″ in
\n— <span class=""s1""><a href=""https://staging.https://www.mugwortdesigns.com//product/crystal-skull-sticker/""><span class=""s2"">Crystal Skull</span></a> </span>sticker is approx. 5″ in x 2.5″ in</span>
\n
\n&nbsp;",,,,taxable,,1,,,0,0,0.03,9,6,0.5,0,,,12.00,Lifestyle > Stickers,,Sticker Shipping,https://www.mugwortdesigns.com/wp-content/uploads/2019/11/Aether-Sticker-Pack.png,,,,,,"id:237849, KITTY-BOO-CAT-MAG",,,51,size,"11x17"" Paper Print, 16x24"" Stretched Canvas, 20x30"" Stretched Canvas",0,1,,,,,
237921,simple,STK-PAC-ERTH-MGK,Earth Magic Sticker Pack,1,0,visible,"<span class=""s1"">This sticker pack contains <a href=""https://www.mugwortdesigns.com/dryad-sticker/""><span class=""s2"">Dryad</span></a>, <a href=""https://www.mugwortdesigns.com/wisdom-sticker/""><span class=""s2"">Wisdom</span></a>, and <a href=""https://www.mugwortdesigns.com/brass-lion-sticker/""><span class=""s2"">Brass Lion</span></a> stickers.</span>
\n
\n<strong>FEATURES</strong>
\n— Thick, durable die-cut vinyl
\n— <span class=""s1""> Resistant to scratches, water and sunlight
\n</span>
\n
\n<strong>SIZE</strong>
\n<span class=""s3"">— <span class=""s1""><a href=""https://www.mugwortdesigns.com/dryad-sticker/""><span class=""s2"">Dryad</span></a></span> sticker is approx. 6″ in x 4″ in
\n— <span class=""s1""><a href=""https://www.mugwortdesigns.com/wisdom-sticker/""><span class=""s2"">Wisdom</span></a></span> sticker is approx. 3″ in x 5.5″ in
\n— <span class=""s1""><a href=""https://www.mugwortdesigns.com/brass-lion-sticker/""><span class=""s2"">Brass Lion</span></a></span> sticker is approx. 3.5″ in x 4″ in</span>
\n
\n&nbsp;
\n
\n&nbsp;",,,,taxable,,1,,,0,0,0.03,9,6,0.5,0,,,12.00,Lifestyle > Stickers,,Sticker Shipping,https://www.mugwortdesigns.com/wp-content/uploads/2019/11/Earth-Magic-Sticker-Pack.png,,,,,,"id:243372, id:237556",,,52,size,"11x17"" Paper Print, 16x24"" Stretched Canvas, 20x30"" Stretched Canvas",0,1,,,,,
237922,simple,BND-LNR-BLK-SIL,Lunar Bandana – Black and Silver,1,0,visible,"<p class=""p1""><span class=""s1""><b>FEATURES</b>
\n— Made in Indonesia
\n</span><span class=""s1"">— 100% Cotton | Soft and Comfortable
\n<span class=""s2"">— </span><span class=""s3"">Silver ink </span>contains lustrous metallic pigment</span><span class=""s1"">
\n</span></p>
\n<p class=""p4""><span class=""s1""><b>SIZE</b>
\n— </span><span class=""s1"">21x21 in | 54×54 cm</span></p>
\n<p class=""p4""><span class=""s1""><b>NOTE</b>
\n— Care Instructions: Hand Wash, Cool Water, Hang to Dry
\n</span><span class=""s4"">— </span><span class=""s3"">Due to the handmade nature of this item, ink colours may vary slightly</span></p>
\n<span class=""s1""><b><span style=""font-weight: 400;"">This design depicts moon phases and a multitude of detailed line-work graphics set in a circular mandala.</span></b></span>",,,,taxable,,0,0,,0,0,0.13,9.84,6.69,.9,0,,,40,Accessories > Bandanas,,Bandana Shipping,https://www.mugwortdesigns.com/wp-content/uploads/2020/08/Lunar-Bandana-–-Black-and-Silver.png,,,,,,"TUB-SCF-SPR-MTRL, FAC-MSK-DIS-FRM-DRK",,,95,,,,,,,,,
237924,simple,BND-NAU-BLK-GLD,Nautilus Bandana - Black and Gold,1,0,visible,"<p class=""p1""><span class=""s1""><b>FEATURES</b>
\n— Made in Indonesia
\n</span><span class=""s1"">— 100% Cotton | Soft and Comfortable
\n<span class=""s2"">— </span><span class=""s3"">Gold ink </span>contains lustrous metallic pigment</span><span class=""s1"">
\n</span></p>
\n<p class=""p4""><span class=""s1""><b>SIZE</b>
\n— </span><span class=""s1"">21x21 in | 54×54 cm</span></p>
\n<p class=""p4""><span class=""s1""><b>NOTE</b>
\n— Care Instructions: Hand Wash, Cool Water, Hang to Dry
\n</span><span class=""s4"">— </span><span class=""s3"">Due to the handmade nature of this item, ink colours may vary slightly</span></p>
\nThis design features nautilus shells and a wide array of decorative, ornate designs arranged in an intricate mandala.",,,,taxable,,1,6,,0,0,0.13,9.84,6.69,.9,0,,,40,Accessories > Bandanas,,Bandana Shipping,https://www.mugwortdesigns.com/wp-content/uploads/2020/08/Nautilus-Bandana-–-Black-and-Gold.png,,,,,,"TUB-SCF-CEL-TGR, FAC-MSK-GAL-FIL",,,154,,,,,,,,,
238240,variation,CNVS-18X30-KALI-GZ,"Kali Gaze Canvas - 18x30"" Stretched Canvas",1,0,visible,,,,,taxable,parent,1,,,0,0,1.2,10,1,30,0,,,280,,,,https://www.mugwortdesigns.com/wp-content/uploads/2018/12/kali-gaze-18x30-canvas.jpg,,,id:237719,,,,,,2,size,"18x30"" Stretched Canvas",,1,,,,,
238241,variation,CNVS-26X42-KALI-GZ,"Kali Gaze Canvas - 26x42"" Stretched Canvas",1,0,visible,,,,,taxable,parent,1,,,0,0,2.5,26,1,42,0,,,420,,,,https://www.mugwortdesigns.com/wp-content/uploads/2018/11/kali-gaze-26x42-canvas.jpg,,,id:237719,,,,,,3,size,"26x42"" Stretched Canvas",,1,,,,,
238335,simple,BND-LNR-BLU-WHT,Lunar Bandana – Baby Blue and White,1,0,visible,"<p class=""p1""><span class=""s1""><b>FEATURES</b>
\n— Made in Indonesia
\n</span><span class=""s1"">— 100% Cotton | Soft and Comfortable</span><span class=""s1"">
\n</span></p>
\n<p class=""p4""><span class=""s1""><b>SIZE</b>
\n— </span><span class=""s1"">21x21 in | 54×54 cm</span></p>
\n<p class=""p4""><span class=""s1""><b>NOTE</b>
\n— Care Instructions: Hand Wash, Cool Water, Hang to Dry
\n</span><span class=""s4"">— </span><span class=""s3"">Due to the handmade nature of this item, ink colours may vary slightly</span></p>
\n<span class=""s1""><b><span style=""font-weight: 400;"">This design depicts moon phases and a multitude of detailed line-work graphics set in a circular mandala.</span></b></span>",,,,taxable,,1,5,,0,0,0.13,9.84,6.69,.9,0,,,40,Accessories > Bandanas,,Bandana Shipping,https://www.mugwortdesigns.com/wp-content/uploads/2020/08/Lunar-Bandana-–-Baby-Blue-and-White.png,,,,,,"BND-ARC-BLU-WHT, FAC-MSK-ORN-RLC-BLU",,,107,,,,,,,,,
238345,variation,CNVS-30X22-ANG-SCR,"Angelic Source Guidance Canvas - 30x22"" Stretched Canvas",1,0,visible,,,,,taxable,parent,1,,,0,0,1.25,30,22,,0,,,300,,,,https://www.mugwortdesigns.com/wp-content/uploads/2018/12/angelic-source-guidance-32x22-canvas.jpg,,,id:237345,,,,,,2,size,"30x22"" Stretched Canvas",,1,,,,,
238439,variation,CNVS-30X20-LYNX,"Lynx Guide Canvas - 30x20"" Stretched Canvas",1,0,visible,,,,,taxable,parent,1,,,0,0,1.3,30,20,,0,,,300,,,,https://www.mugwortdesigns.com/wp-content/uploads/2018/12/lynx-guide-30x20-canvas.jpg,,,id:237847,,,,,,2,size,"30x20"" Stretched Canvas",,1,,,,,
238440,variation,CNVS-38X24-DRK-UNI,"Dark Unicorn Canvas - 38x24"" Stretched Canvas",1,0,visible,,,,,taxable,parent,1,,,0,0,2.8,38,24,,0,,,380,,,,https://www.mugwortdesigns.com/wp-content/uploads/2018/12/dark-unicorn-38x24-canvas.jpg,,,id:237766,,,,,,3,size,"38x24"" Stretched Canvas",,1,,,,,
238962,variable,,Ethereal Vision Canvas,1,0,visible,"&nbsp;
\n
\n<strong>CANVAS</strong>
\n— Printed on archival ph-neutral canvas using water-based inks to yield maximum colour saturation and longevity
\n— Stretched on 3/4 inch″ stretcher bars
\n
\n<strong>NOTE</strong>
\n— Please Allow 2-3 Weeks for Printing and Delivery
\n<p class=""p1""><span class=""s1""><b>Kami </b>(</span><span class=""s2"">神</span><span class=""s1"">) are the spirits or phenomena of nature that are worshipped in Shinto, the traditional religion of Japan. </span><span class=""s3""> They can be elements of the landscape, forces of nature, animals, ancestral spirits and embodiments of virtuous qualities. </span><span class=""s1"">In Shinto, Kami are not separate from nature but are of nature. They are manifestations of Musubi (</span><span class=""s2"">結び</span><span class=""s1"">), the interconnecting energy of the universe. Kami are believed to be hidden from this world, and inhabit a complementary existence that mirrors our own; </span><span class=""s3""><i>shinkai</i> (</span><span class=""s4"">神界</span><span class=""s3"">, ""the world of the kami”). To be in harmony with the awe-inspiring aspects of nature is to be conscious of <i>kannagara no michi</i> (</span><span class=""s4"">随神の道 or 惟神の道</span><span class=""s3"">, ""the way of the kami"").</span></p>
\n<span class=""s1"">This image is a companion piece to <a href=""https://www.mugwortdesigns.com/spectral-crossing/"">Spectral Crossing.</a> Both images depict an imagined dream sequence of a glimpse into the hidden world.</span>","[et_pb_section fb_built=""1"" _builder_version=""3.22"" custom_padding=""0px||||false|false""][et_pb_row _builder_version=""3.25"" background_size=""initial"" background_position=""top_left"" background_repeat=""repeat"" width=""100%"" custom_padding=""0px||0px||false|false""][et_pb_column type=""4_4"" _builder_version=""3.25"" custom_padding=""|||"" custom_padding__hover=""|||""][et_pb_wc_breadcrumb _builder_version=""3.0.47""][/et_pb_wc_breadcrumb][et_pb_wc_cart_notice _builder_version=""3.0.47""][/et_pb_wc_cart_notice][/et_pb_column][/et_pb_row][et_pb_row column_structure=""1_2,1_2"" _builder_version=""3.25"" background_size=""initial"" background_position=""top_left"" background_repeat=""repeat"" width=""100%"" custom_padding=""0px||||false|false""][et_pb_column type=""1_2"" _builder_version=""3.25"" custom_padding=""|||"" custom_padding__hover=""|||""][et_pb_wc_images _builder_version=""3.0.47""][/et_pb_wc_images][/et_pb_column][et_pb_column type=""1_2"" _builder_version=""3.25"" custom_padding=""|||"" custom_padding__hover=""|||""][et_pb_wc_title _builder_version=""3.0.47""][/et_pb_wc_title][et_pb_wc_rating _builder_version=""3.0.47""][/et_pb_wc_rating][et_pb_wc_price _builder_version=""3.0.47""][/et_pb_wc_price][et_pb_wc_description _builder_version=""3.0.47""][/et_pb_wc_description][et_pb_wc_add_to_cart _builder_version=""3.0.47""][/et_pb_wc_add_to_cart][et_pb_wc_meta _builder_version=""3.0.47""][/et_pb_wc_meta][/et_pb_column][/et_pb_row][et_pb_row _builder_version=""3.25"" background_size=""initial"" background_position=""top_left"" background_repeat=""repeat"" width=""100%""][et_pb_column type=""4_4"" _builder_version=""3.25"" custom_padding=""|||"" custom_padding__hover=""|||""][et_pb_wc_tabs _builder_version=""3.0.47""]					[/et_pb_wc_tabs][et_pb_wc_upsells _builder_version=""3.0.47""][/et_pb_wc_upsells][et_pb_wc_related_products _builder_version=""3.0.47""][/et_pb_wc_related_products][/et_pb_column][/et_pb_row][/et_pb_section][et_pb_section fb_built=""1"" _builder_version=""3.22""][et_pb_row _builder_version=""3.25"" background_size=""initial"" background_position=""top_left"" background_repeat=""repeat""][et_pb_column type=""4_4"" _builder_version=""3.25"" custom_padding=""|||"" custom_padding__hover=""|||""][et_pb_text _builder_version=""3.27.4"" background_size=""initial"" background_position=""top_left"" background_repeat=""repeat""]<h1><span style=""color: #ffffff;"">Ethereal Vision, New Print, Mugwort Designs, Vancouver</span></h1>
[/et_pb_text][/et_pb_column][/et_pb_row][/et_pb_section]",,,taxable,,1,,,0,0,0.25,17,11,0.5,0,,,,"Prints > Canvas, Prints",,,"https://www.mugwortdesigns.com/wp-content/uploads/2019/02/2futur-dryad-30x45.jpg, https://www.mugwortdesigns.com/wp-content/uploads/2019/02/ethereal-vision-20x30.jpg, https://www.mugwortdesigns.com/wp-content/uploads/2019/11/Ethereal-Vision.jpg",,,,,,,,,24,size,"11x17"" Paper Print, 20x30"" Stretched Canvas, 30x45"" Stretched Canvas",0,1,,,,,
238965,variation,CVNS-20X30-ETH-VIS,"Ethereal Vision Canvas - 20x30"" Stretched Canvas",1,0,visible,,,,,taxable,parent,1,,,0,0,1.12,20,30,1,0,,,300,,,Canvas Shipping,https://www.mugwortdesigns.com/wp-content/uploads/2019/02/ethereal-vision-20x30.jpg,,,id:238962,,,,,,2,size,"20x30"" Stretched Canvas",,1,,,,,
238967,variation,CVNS-30X45-ETH-VIS,"Ethereal Vision Canvas - 30x45"" Stretched Canvas",1,0,visible,,,,,taxable,parent,1,,,0,0,3.9,45,30,1,0,,,444,,,,https://www.mugwortdesigns.com/wp-content/uploads/2019/02/ethereal-vision-30x45.jpg,,,id:238962,,,,,,3,size,"30x45"" Stretched Canvas",,1,,,,,
